sku,period,abc_class,model_used,forecast,baseline_forecast
SKU_0010,2027-06,B,SESForecaster,4365,4876
SKU_0010,2027-07,B,SESForecaster,4365,4876
SKU_0010,2027-08,B,SESForecaster,4365,4876
SKU_0010,2027-09,B,SESForecaster,4365,4876
SKU_0010,2027-10,B,SESForecaster,4365,4876
SKU_0010,2027-11,B,SESForecaster,4365,4876
SKU_0010,2027-12,B,SESForecaster,4365,4876
SKU_0010,2028-01,B,SESForecaster,4365,4876
SKU_0010,2028-02,B,SESForecaster,4365,4876
SKU_0010,2028-03,B,SESForecaster,4365,4876
SKU_0010,2028-04,B,SESForecaster,4365,4876
SKU_0010,2028-05,B,SESForecaster,4365,4876
SKU_0010,2028-06,B,SESForecaster,4365,4876
SKU_0010,2028-07,B,SESForecaster,4365,4876
SKU_0010,2028-08,B,SESForecaster,4365,4876
SKU_0010,2028-09,B,SESForecaster,4365,4876
SKU_0010,2028-10,B,SESForecaster,4365,4876
SKU_0010,2028-11,B,SESForecaster,4365,4876
SKU_0010,2028-12,B,SESForecaster,4365,4876
SKU_0012,2026-01,A,HoltWintersForecaster,131,1
SKU_0012,2026-02,A,HoltWintersForecaster,205,1
SKU_0012,2026-03,A,HoltWintersForecaster,374,1
SKU_0012,2026-04,A,HoltWintersForecaster,412,1
SKU_0012,2026-05,A,HoltWintersForecaster,563,1
SKU_0012,2026-06,A,HoltWintersForecaster,540,1
SKU_0012,2026-07,A,HoltWintersForecaster,568,1
SKU_0012,2026-08,A,HoltWintersForecaster,668,1
SKU_0012,2026-09,A,HoltWintersForecaster,686,1
SKU_0012,2026-10,A,HoltWintersForecaster,658,1
SKU_0012,2026-11,A,HoltWintersForecaster,590,1
SKU_0012,2026-12,A,HoltWintersForecaster,617,1
SKU_0012,2027-01,A,HoltWintersForecaster,744,1
SKU_0012,2027-02,A,HoltWintersForecaster,818,1
SKU_0012,2027-03,A,HoltWintersForecaster,988,1
SKU_0012,2027-04,A,HoltWintersForecaster,1026,1
SKU_0012,2027-05,A,HoltWintersForecaster,1177,1
SKU_0012,2027-06,A,HoltWintersForecaster,1153,1
SKU_0012,2027-07,A,HoltWintersForecaster,1181,1
SKU_0012,2027-08,A,HoltWintersForecaster,1281,1
SKU_0012,2027-09,A,HoltWintersForecaster,1300,1
SKU_0012,2027-10,A,HoltWintersForecaster,1272,1
SKU_0012,2027-11,A,HoltWintersForecaster,1203,1
SKU_0012,2027-12,A,HoltWintersForecaster,1230,1
SKU_0012,2028-01,A,HoltWintersForecaster,1358,1
SKU_0012,2028-02,A,HoltWintersForecaster,1432,1
SKU_0012,2028-03,A,HoltWintersForecaster,1601,1
SKU_0012,2028-04,A,HoltWintersForecaster,1639,1
SKU_0012,2028-05,A,HoltWintersForecaster,1790,1
SKU_0012,2028-06,A,HoltWintersForecaster,1767,1
SKU_0012,2028-07,A,HoltWintersForecaster,1795,1
SKU_0012,2028-08,A,HoltWintersForecaster,1894,1
SKU_0012,2028-09,A,HoltWintersForecaster,1913,1
SKU_0012,2028-10,A,HoltWintersForecaster,1885,1
SKU_0012,2028-11,A,HoltWintersForecaster,1816,1
SKU_0012,2028-12,A,HoltWintersForecaster,1844,1
SKU_0013,2026-01,B,SESForecaster,1812,1182
SKU_0013,2026-02,B,SESForecaster,1812,1182
SKU_0013,2026-03,B,SESForecaster,1812,1182
SKU_0013,2026-04,B,SESForecaster,1812,1182
SKU_0013,2026-05,B,SESForecaster,1812,1182
SKU_0013,2026-06,B,SESForecaster,1812,1182
SKU_0013,2026-07,B,SESForecaster,1812,1182
SKU_0013,2026-08,B,SESForecaster,1812,1182
SKU_0013,2026-09,B,SESForecaster,1812,1182
SKU_0013,2026-10,B,SESForecaster,1812,1182
SKU_0013,2026-11,B,SESForecaster,1812,1182
SKU_0013,2026-12,B,SESForecaster,1812,1182
SKU_0013,2027-01,B,SESForecaster,1812,1182
SKU_0013,2027-02,B,SESForecaster,1812,1182
SKU_0013,2027-03,B,SESForecaster,1812,1182
SKU_0013,2027-04,B,SESForecaster,1812,1182
SKU_0013,2027-05,B,SESForecaster,1812,1182
SKU_0013,2027-06,B,SESForecaster,1812,1182
SKU_0013,2027-07,B,SESForecaster,1812,1182
SKU_0013,2027-08,B,SESForecaster,1812,1182
SKU_0013,2027-09,B,SESForecaster,1812,1182
SKU_0013,2027-10,B,SESForecaster,1812,1182
SKU_0013,2027-11,B,SESForecaster,1812,1182
SKU_0013,2027-12,B,SESForecaster,1812,1182
SKU_0013,2028-01,B,SESForecaster,1812,1182
SKU_0013,2028-02,B,SESForecaster,1812,1182
SKU_0013,2028-03,B,SESForecaster,1812,1182
SKU_0013,2028-04,B,SESForecaster,1812,1182
SKU_0013,2028-05,B,SESForecaster,1812,1182
SKU_0013,2028-06,B,SESForecaster,1812,1182
SKU_0013,2028-07,B,SESForecaster,1812,1182
SKU_0013,2028-08,B,SESForecaster,1812,1182
SKU_0013,2028-09,B,SESForecaster,1812,1182
SKU_0013,2028-10,B,SESForecaster,1812,1182
SKU_0013,2028-11,B,SESForecaster,1812,1182
SKU_0013,2028-12,B,SESForecaster,1812,1182
SKU_0014,2026-01,C,MovingAverageForecaster,1321,1302
SKU_0014,2026-02,C,MovingAverageForecaster,1339,1302
SKU_0014,2026-03,C,MovingAverageForecaster,1321,1302
SKU_0014,2026-04,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-05,C,MovingAverageForecaster,1329,1302
SKU_0014,2026-06,C,MovingAverageForecaster,1325,1302
SKU_0014,2026-07,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-08,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-09,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-10,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-11,C,MovingAverageForecaster,1327,1302
SKU_0014,2026-12,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-01,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-02,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-03,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-04,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-05,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-06,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-07,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-08,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-09,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-10,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-11,C,MovingAverageForecaster,1327,1302
SKU_0014,2027-12,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-01,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-02,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-03,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-04,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-05,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-06,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-07,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-08,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-09,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-10,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-11,C,MovingAverageForecaster,1327,1302
SKU_0014,2028-12,C,MovingAverageForecaster,1327,1302
SKU_0015,2026-01,A,HoltWintersForecaster,3,0
SKU_0015,2026-02,A,HoltWintersForecaster,1,0
SKU_0015,2026-03,A,HoltWintersForecaster,1,0
SKU_0015,2026-04,A,HoltWintersForecaster,6,0
SKU_0015,2026-05,A,HoltWintersForecaster,3,0
SKU_0015,2026-06,A,HoltWintersForecaster,1,0
SKU_0015,2026-07,A,HoltWintersForecaster,1,0
SKU_0015,2026-08,A,HoltWintersForecaster,3,0
SKU_0015,2026-09,A,HoltWintersForecaster,3,0
SKU_0015,2026-10,A,HoltWintersForecaster,1,0
SKU_0015,2026-11,A,HoltWintersForecaster,4,0
SKU_0015,2026-12,A,HoltWintersForecaster,3,0
SKU_0015,2027-01,A,HoltWintersForecaster,4,0
SKU_0015,2027-02,A,HoltWintersForecaster,1,0
SKU_0015,2027-03,A,HoltWintersForecaster,1,0
SKU_0015,2027-04,A,HoltWintersForecaster,6,0
SKU_0015,2027-05,A,HoltWintersForecaster,4,0
SKU_0015,2027-06,A,HoltWintersForecaster,1,0
SKU_0015,2027-07,A,HoltWintersForecaster,1,0
SKU_0015,2027-08,A,HoltWintersForecaster,3,0
SKU_0015,2027-09,A,HoltWintersForecaster,3,0
SKU_0015,2027-10,A,HoltWintersForecaster,1,0
SKU_0015,2027-11,A,HoltWintersForecaster,4,0
SKU_0015,2027-12,A,HoltWintersForecaster,3,0
SKU_0015,2028-01,A,HoltWintersForecaster,4,0
SKU_0015,2028-02,A,HoltWintersForecaster,2,0
SKU_0015,2028-03,A,HoltWintersForecaster,2,0
SKU_0015,2028-04,A,HoltWintersForecaster,7,0
SKU_0015,2028-05,A,HoltWintersForecaster,4,0
