sku,location,period,qty,stock_end_qty,days_out_of_stock,promo_type,discount_pct,category,abc_class,launch_period,predecessor_sku,uom
SKU_0002,MSK,2025-12,0,2,0,,,DAIRY,C,2023-01,,PCS
SKU_0003,EKB,2023-01,358,275,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-01,834,717,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-02,313,183,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-02,729,307,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-03,286,266,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-03,666,892,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-04,216,178,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-04,502,757,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-05,192,148,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-05,447,787,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-06,196,265,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-06,455,805,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-07,211,356,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-07,491,883,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-08,250,353,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-08,581,455,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-09,247,167,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-09,575,305,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-10,328,327,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-10,763,1143,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-11,296,502,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-11,689,1202,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2023-12,321,167,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2023-12,747,939,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-01,389,646,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-01,905,940,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-02,244,180,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-02,568,638,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-03,262,132,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-03,609,999,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-04,254,259,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-04,590,724,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-05,233,308,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-05,542,548,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-06,205,92,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-06,476,239,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-07,293,427,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-07,681,964,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-08,271,262,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-08,629,1071,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-09,274,333,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-09,637,798,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-10,268,408,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-10,624,756,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-11,310,368,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-11,721,766,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2024-12,306,414,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2024-12,711,1038,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-01,380,365,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-01,883,878,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-02,283,183,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-02,659,1071,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-03,212,221,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-03,493,671,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-04,302,520,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-04,703,488,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-05,218,108,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-05,508,557,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-06,183,125,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-06,426,737,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-07,209,226,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-07,486,526,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-08,246,190,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-08,572,809,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-09,276,193,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-09,643,1107,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-10,314,148,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-10,731,344,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-11,355,410,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-11,825,1201,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,EKB,2025-12,290,518,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0003,MSK,2025-12,674,675,0,,,HOUSEHOLD,A,2023-01,,PCS
SKU_0004,MSK,2023-01,499,705,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-02,652,1038,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-03,651,1002,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-04,643,487,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-05,905,639,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-06,771,550,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-07,616,1099,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-08,747,1315,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-09,587,816,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-10,459,515,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-11,348,249,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2023-12,522,563,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-01,609,864,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-01,609,864,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-02,530,346,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-03,915,874,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-04,851,1430,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-05,797,372,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-06,921,942,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-07,896,362,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-08,865,1038,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-09,604,336,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-10,488,712,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-11,544,908,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2024-12,646,1064,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-01,610,802,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-02,862,1535,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-03,861,571,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-04,844,544,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-05,1049,655,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-06,1059,937,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-07,693,1200,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-08,631,337,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-09,707,1068,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-10,580,247,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-11,605,797,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0004,MSK,2025-12,648,1138,0,,,BEVERAGE,B,2023-01,,PCS
SKU_0005,MSK,2023-01,563,890,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-02,684,1122,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-03,877,763,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-04,712,410,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-05,639,581,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-06,537,488,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-09,501,300,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-10,297,475,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-11,651,651,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2023-12,636,293,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-01,838,825,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-02,590,1019,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-03,762,757,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-04,667,688,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-05,689,371,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-06,545,349,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-07,401,549,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-09,521,637,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-10,520,429,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-11,611,604,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2024-12,709,874,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-01,831,967,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-02,666,900,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-03,728,831,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-04,744,730,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-06,627,668,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-07,633,807,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-08,615,818,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-09,593,587,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-10,613,517,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-11,669,1142,0,,,SNACK,C,2023-01,,PCS
SKU_0005,MSK,2025-12,610,669,0,,,SNACK,C,2023-01,,PCS
SKU_0006,MSK,2023-01,163,153,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-02,151,186,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-03,157,83,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-04,132,119,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-05,123,132,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-06,101,100,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-07,88,63,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-08,100,58,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-09,91,124,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-10,110,191,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-11,115,122,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2023-12,138,184,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-01,155,269,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-02,116,131,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-03,476,749,0,TPR,25.0,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-04,141,135,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-05,128,104,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-06,123,153,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-07,97,140,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-08,93,162,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-09,101,101,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-10,102,170,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-11,121,171,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2024-12,138,192,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-01,154,213,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-02,160,237,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-03,179,75,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-04,134,215,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-05,129,197,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-06,117,77,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-07,97,142,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-08,90,154,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-09,97,87,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-10,103,80,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-11,132,54,0,,,DAIRY,A,2023-01,,PCS
SKU_0006,MSK,2025-12,164,133,0,,,DAIRY,A,2023-01,,PCS
SKU_0007,MSK,2023-01,1171,930,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-02,947,914,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-03,1058,1891,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-04,1200,920,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-05,1383,616,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-06,1535,1976,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-07,1735,1013,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-08,1481,1881,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-09,0,0,30,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-10,0,0,30,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-11,1749,2080,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2023-12,1550,1417,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-01,1452,1972,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-02,1294,704,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-03,1093,655,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-04,1000,554,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-05,1349,693,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-06,1713,1211,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-07,1530,1855,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-08,1441,966,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-09,2055,924,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-10,2067,1091,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-11,1817,748,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2024-12,1630,1712,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-01,1288,998,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-02,1430,1921,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-03,1162,2008,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-04,1334,1025,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-05,1125,904,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-06,1558,1272,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-07,1412,1154,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-08,1732,1564,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-09,1964,2865,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-10,1936,1588,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-11,1785,2217,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0007,MSK,2025-12,2095,3459,0,,,HOUSEHOLD,B,2023-01,,PCS
SKU_0008,EKB,2023-01,132,61,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-01,395,194,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-02,148,71,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-02,443,625,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-03,178,259,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-03,533,507,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-04,242,169,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-04,723,440,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-05,163,268,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-05,486,611,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-06,337,455,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-06,1009,1655,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-07,216,327,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-07,645,855,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-08,327,426,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-08,979,1003,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-09,232,201,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-09,694,414,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-10,178,81,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-10,532,515,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-11,180,131,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-11,537,491,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2023-12,188,116,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2023-12,563,259,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-01,191,200,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-01,572,990,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-02,179,144,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-02,537,458,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-03,193,241,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,MSK,2024-03,578,337,0,,,BEVERAGE,C,2023-01,,PCS
SKU_0008,EKB,2024-04,174,108,0,,,BEVERAGE,C,2023-01,,PCS
